Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
50,High School,Technology,5,Urban,18,Single,Self-Employed,1,Own,Single-Family Home,Male,Biking,74718.0
65,High School,Healthcare,5,Urban,24,Married,Full-Time,1,Own,Apartment,Female,Biking,2890510.4000000004
26,Bachelor'S,Technology,3,Urban,5,Married,Part-Time,5,Own,Apartment,Female,Car,610997.0
26,Bachelor'S,Technology,1,Urban,32,Married,Full-Time,4,Own,Single-Family Home,Female,Car,36121.95
21,High School,Others,5,Urban,24,Single,Full-Time,5,Own,Townhouse,Male,Public Transit,69408.0
52,High School,Technology,3,Urban,22,Single,Self-Employed,5,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
34,High School,Finance,3,Urban,45,Married,Full-Time,6,Own,Apartment,Female,Walking,65342.0
51,Master'S,Healthcare,3,Urban,16,Single,Full-Time,7,Own,Single-Family Home,Female,Public Transit,71192.0
41,Bachelor'S,Healthcare,4,Urban,20,Married,Full-Time,2,Own,Apartment,Female,Public Transit,66034.0
49,High School,Technology,5,Urban,42,Married,Full-Time,7,Rent,Apartment,Male,Walking,256012.0
18,Bachelor'S,Technology,0,Suburban,19,Married,Full-Time,2,Own,Apartment,Female,Car,71314.0
25,Master'S,Technology,4,Suburban,11,Single,Full-Time,7,Own,Apartment,Female,Public Transit,66178.0
62,Master'S,Finance,1,Urban,12,Single,Part-Time,3,Own,Single-Family Home,Female,Car,72682.0
40,Master'S,Healthcare,4,Urban,17,Single,Self-Employed,6,Rent,Townhouse,Female,Biking,69160.0
64,Bachelor'S,Technology,4,Suburban,21,Married,Full-Time,5,Own,Apartment,Female,Public Transit,72188.0
57,High School,Healthcare,2,Urban,23,Divorced,Part-Time,7,Own,Apartment,Male,Car,2890510.4000000004
29,High School,Healthcare,1,Urban,32,Single,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,2351927.0
29,Master'S,Healthcare,1,Suburban,2,Married,Full-Time,7,Rent,Single-Family Home,Female,Public Transit,62660.0
63,Doctorate,Finance,1,Urban,16,Single,Self-Employed,5,Own,Apartment,Female,Biking,70404.0
64,Bachelor'S,Technology,4,Urban,38,Married,Full-Time,7,Rent,Apartment,Female,Car,841610.0
32,Bachelor'S,Healthcare,1,Rural,31,Married,Full-Time,4,Own,Single-Family Home,Female,Car,66734.0
58,Bachelor'S,Technology,5,Urban,16,Single,Full-Time,5,Rent,Single-Family Home,Female,Public Transit,431836.0
36,Bachelor'S,Education,2,Rural,45,Married,Self-Employed,3,Rent,Townhouse,Female,Biking,70486.0
43,High School,Finance,3,Urban,43,Married,Full-Time,1,Own,Single-Family Home,Female,Biking,69830.0
65,Bachelor'S,Technology,4,Urban,24,Single,Full-Time,3,Rent,Townhouse,Male,Public Transit,66760.0
46,High School,Healthcare,3,Urban,7,Single,Part-Time,5,Rent,Townhouse,Male,Public Transit,70854.0
39,High School,Others,3,Suburban,42,Single,Full-Time,7,Own,Apartment,Male,Biking,2620342.0
57,Bachelor'S,Healthcare,4,Urban,34,Married,Full-Time,6,Rent,Apartment,Female,Walking,122665.0
38,High School,Technology,5,Urban,28,Divorced,Full-Time,7,Own,Townhouse,Female,Car,75414.0
65,High School,Education,4,Suburban,11,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,68018.0
55,High School,Healthcare,1,Urban,35,Married,Part-Time,1,Own,Apartment,Male,Public Transit,74108.0
37,Master'S,Technology,2,Urban,8,Single,Part-Time,3,Own,Apartment,Female,Biking,75190.0
46,Master'S,Healthcare,4,Urban,25,Single,Full-Time,3,Own,Apartment,Male,Public Transit,73048.0
65,High School,Others,3,Urban,21,Married,Full-Time,7,Rent,Apartment,Male,Walking,74914.0
21,Bachelor'S,Healthcare,4,Suburban,30,Married,Part-Time,5,Own,Single-Family Home,Female,Public Transit,65780.0
24,High School,Education,2,Urban,45,Single,Full-Time,4,Own,Apartment,Male,Biking,70484.0
45,Bachelor'S,Technology,0,Urban,45,Married,Part-Time,6,Own,Apartment,Female,Public Transit,65390.0
45,Master'S,Healthcare,5,Urban,43,Single,Part-Time,6,Rent,Apartment,Male,Public Transit,54853.0
21,Master'S,Technology,3,Urban,29,Married,Self-Employed,2,Own,Townhouse,Female,Public Transit,2890510.4000000004
39,Bachelor'S,Others,0,Urban,14,Married,Part-Time,5,Own,Single-Family Home,Female,Car,66432.0
29,Doctorate,Technology,0,Urban,45,Single,Self-Employed,5,Rent,Townhouse,Female,Car,65190.0
62,Doctorate,Education,2,Rural,32,Married,Self-Employed,6,Own,Apartment,Male,Car,73410.0
20,Master'S,Technology,5,Suburban,2,Single,Self-Employed,2,Own,Townhouse,Female,Public Transit,74784.0
39,Bachelor'S,Others,4,Urban,33,Single,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,66952.0
61,Bachelor'S,Healthcare,0,Urban,16,Single,Full-Time,5,Own,Apartment,Male,Car,71866.0
19,Bachelor'S,Technology,1,Urban,43,Single,Full-Time,4,Own,Apartment,Female,Car,69334.0
41,High School,Healthcare,4,Urban,4,Single,Part-Time,1,Rent,Apartment,Male,Biking,74402.0
51,High School,Others,5,Urban,29,Married,Part-Time,1,Rent,Apartment,Male,Public Transit,1327764.0
44,Master'S,Finance,3,Urban,42,Single,Full-Time,1,Rent,Apartment,Male,Car,74902.0
58,Bachelor'S,Finance,4,Urban,45,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,74978.0
18,Master'S,Others,2,Urban,14,Divorced,Self-Employed,6,Own,Apartment,Female,Public Transit,69312.0
25,High School,Healthcare,2,Rural,38,Married,Full-Time,1,Own,Single-Family Home,Female,Car,71892.0
40,High School,Healthcare,3,Urban,7,Single,Part-Time,3,Own,Single-Family Home,Female,Public Transit,197235.0
55,Master'S,Healthcare,3,Urban,41,Married,Part-Time,5,Own,Single-Family Home,Female,Biking,66966.0
23,Bachelor'S,Education,3,Urban,37,Married,Full-Time,5,Rent,Townhouse,Male,Biking,2890510.4000000004
39,High School,Technology,2,Urban,27,Single,Full-Time,2,Rent,Apartment,Female,Public Transit,196975.0
42,Doctorate,Finance,5,Rural,20,Single,Self-Employed,6,Own,Single-Family Home,Female,Public Transit,2045766.0
35,Master'S,Education,5,Urban,45,Divorced,Self-Employed,1,Rent,Apartment,Female,Walking,664193.0
34,Bachelor'S,Technology,4,Rural,9,Married,Self-Employed,5,Rent,Apartment,Female,Car,72054.0
29,Master'S,Finance,0,Urban,27,Married,Full-Time,7,Own,Single-Family Home,Male,Public Transit,1551806.0
23,Bachelor'S,Healthcare,0,Urban,20,Married,Full-Time,6,Own,Townhouse,Female,Public Transit,65116.0
43,Master'S,Healthcare,1,Urban,45,Married,Self-Employed,4,Own,Single-Family Home,Male,Public Transit,2560733.0
44,Master'S,Technology,2,Suburban,27,Married,Self-Employed,4,Own,Townhouse,Male,Public Transit,639122.0
25,High School,Education,3,Urban,21,Married,Self-Employed,6,Rent,Single-Family Home,Male,Public Transit,148231.0
36,Bachelor'S,Others,5,Rural,37,Married,Full-Time,5,Own,Single-Family Home,Male,Biking,1060616.0
59,High School,Education,4,Urban,18,Single,Part-Time,5,Rent,Apartment,Male,Car,278339.0
18,High School,Finance,5,Urban,37,Married,Part-Time,4,Rent,Single-Family Home,Male,Public Transit,723533.0
46,Master'S,Technology,2,Urban,45,Married,Part-Time,7,Own,Townhouse,Male,Public Transit,145501.0
62,Bachelor'S,Healthcare,1,Urban,23,Single,Part-Time,4,Rent,Single-Family Home,Female,Biking,306709.0
65,Master'S,Healthcare,5,Urban,27,Married,Part-Time,3,Own,Apartment,Female,Car,71476.0
52,Master'S,Healthcare,0,Suburban,44,Married,Part-Time,4,Own,Single-Family Home,Male,Public Transit,72752.0
57,Master'S,Healthcare,4,Urban,12,Divorced,Full-Time,7,Own,Apartment,Male,Public Transit,66806.0
31,Master'S,Education,0,Urban,8,Married,Full-Time,7,Rent,Townhouse,Male,Public Transit,1140841.0
52,Bachelor'S,Technology,4,Urban,8,Single,Part-Time,3,Rent,Townhouse,Female,Public Transit,80228.0
65,Bachelor'S,Technology,3,Urban,20,Single,Full-Time,5,Rent,Townhouse,Male,Car,67456.0
62,High School,Technology,4,Urban,23,Single,Self-Employed,1,Own,Apartment,Male,Car,73752.0
37,Bachelor'S,Healthcare,3,Urban,30,Married,Self-Employed,6,Rent,Apartment,Female,Car,999460.0
65,Bachelor'S,Technology,2,Suburban,28,Married,Self-Employed,6,Rent,Townhouse,Female,Biking,65088.0
30,Bachelor'S,Education,0,Urban,39,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,72968.0
55,Bachelor'S,Others,4,Suburban,9,Married,Full-Time,1,Own,Townhouse,Male,Car,2150026.0
65,Doctorate,Others,4,Urban,3,Single,Full-Time,2,Own,Townhouse,Female,Car,70544.0
63,Master'S,Finance,1,Urban,2,Single,Part-Time,6,Own,Townhouse,Female,Public Transit,65214.0
65,Bachelor'S,Finance,0,Urban,12,Divorced,Full-Time,3,Own,Apartment,Female,Car,75134.0
25,Bachelor'S,Healthcare,2,Suburban,20,Married,Full-Time,4,Rent,Single-Family Home,Male,Public Transit,747580.0
60,High School,Healthcare,3,Suburban,7,Married,Full-Time,3,Rent,Townhouse,Female,Public Transit,36121.95
37,High School,Finance,2,Urban,8,Married,Part-Time,2,Own,Apartment,Male,Public Transit,2789832.0
50,Master'S,Education,1,Urban,45,Married,Part-Time,7,Own,Single-Family Home,Male,Car,68922.0
43,High School,Technology,2,Urban,0,Married,Full-Time,2,Rent,Apartment,Male,Public Transit,75052.0
56,Master'S,Finance,3,Suburban,13,Single,Full-Time,3,Rent,Apartment,Male,Public Transit,1449787.0
38,Bachelor'S,Technology,0,Suburban,11,Married,Self-Employed,4,Rent,Townhouse,Male,Public Transit,69902.0
65,High School,Healthcare,5,Urban,35,Married,Full-Time,5,Rent,Apartment,Male,Walking,36121.95
65,High School,Healthcare,1,Urban,21,Single,Full-Time,5,Own,Apartment,Female,Public Transit,68238.0
59,Bachelor'S,Healthcare,4,Suburban,35,Divorced,Full-Time,5,Rent,Apartment,Male,Public Transit,147669.0
60,Bachelor'S,Finance,4,Urban,44,Single,Full-Time,6,Own,Single-Family Home,Male,Car,84522.0
58,Master'S,Technology,0,Urban,15,Married,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,69992.0
26,Master'S,Others,5,Urban,10,Married,Part-Time,6,Rent,Apartment,Male,Car,480895.0
41,Bachelor'S,Finance,2,Urban,2,Married,Self-Employed,3,Own,Townhouse,Female,Walking,69864.0
54,Master'S,Healthcare,4,Rural,33,Single,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,1648627.0
65,Bachelor'S,Healthcare,1,Rural,24,Married,Part-Time,4,Own,Single-Family Home,Female,Walking,2678267.0
58,Doctorate,Technology,5,Urban,25,Single,Self-Employed,6,Rent,Apartment,Female,Public Transit,66794.0
34,High School,Others,3,Urban,2,Single,Full-Time,1,Rent,Townhouse,Female,Walking,274159.0
41,Master'S,Healthcare,2,Suburban,19,Single,Full-Time,2,Rent,Apartment,Female,Public Transit,261244.0
38,Bachelor'S,Finance,5,Urban,30,Single,Full-Time,4,Rent,Apartment,Female,Public Transit,1401974.0
65,High School,Education,3,Urban,45,Divorced,Self-Employed,7,Own,Single-Family Home,Female,Public Transit,69040.0
56,High School,Healthcare,5,Urban,0,Married,Full-Time,4,Rent,Apartment,Male,Car,67234.0
58,Bachelor'S,Others,5,Urban,25,Single,Full-Time,4,Own,Single-Family Home,Female,Public Transit,73860.0
56,High School,Healthcare,2,Urban,24,Divorced,Part-Time,1,Own,Single-Family Home,Female,Public Transit,68156.0
30,High School,Technology,1,Urban,10,Single,Part-Time,5,Own,Single-Family Home,Female,Biking,74776.0
28,Doctorate,Healthcare,3,Urban,15,Single,Full-Time,3,Own,Apartment,Male,Public Transit,71950.0
63,Master'S,Finance,1,Suburban,19,Single,Part-Time,2,Own,Single-Family Home,Male,Biking,71198.0
36,Master'S,Finance,3,Rural,41,Married,Part-Time,1,Own,Single-Family Home,Female,Public Transit,67434.0
28,Master'S,Others,2,Suburban,37,Married,Part-Time,4,Own,Single-Family Home,Female,Car,69458.0
30,Doctorate,Healthcare,1,Urban,1,Single,Full-Time,1,Own,Apartment,Female,Public Transit,71572.0
63,Bachelor'S,Healthcare,2,Urban,28,Single,Part-Time,2,Own,Apartment,Male,Public Transit,69594.0
62,High School,Technology,5,Suburban,6,Married,Full-Time,3,Rent,Apartment,Female,Car,2890510.4000000004
18,Master'S,Healthcare,5,Rural,45,Married,Self-Employed,2,Rent,Apartment,Female,Biking,2890510.4000000004
57,Master'S,Technology,2,Urban,39,Married,Full-Time,7,Rent,Single-Family Home,Female,Public Transit,72828.0
61,Bachelor'S,Technology,3,Urban,44,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,72278.0
36,Bachelor'S,Healthcare,5,Urban,24,Married,Full-Time,1,Rent,Apartment,Male,Biking,70598.0
29,Bachelor'S,Finance,3,Urban,3,Married,Self-Employed,6,Own,Apartment,Male,Car,71316.0
25,Master'S,Finance,1,Urban,42,Married,Part-Time,4,Rent,Apartment,Female,Car,66632.0
25,Bachelor'S,Others,4,Rural,33,Single,Full-Time,6,Rent,Apartment,Male,Car,73752.0
65,Doctorate,Education,5,Urban,24,Single,Self-Employed,4,Own,Apartment,Male,Public Transit,36121.95
62,Master'S,Education,5,Urban,7,Married,Self-Employed,5,Rent,Single-Family Home,Female,Biking,43265.0
29,Bachelor'S,Healthcare,0,Rural,31,Married,Full-Time,5,Own,Apartment,Male,Public Transit,2890510.4000000004
65,Bachelor'S,Healthcare,3,Urban,17,Single,Part-Time,3,Own,Apartment,Male,Public Transit,2890510.4000000004
50,Bachelor'S,Education,2,Suburban,39,Married,Self-Employed,3,Rent,Single-Family Home,Female,Car,2890510.4000000004
62,High School,Others,0,Urban,10,Single,Full-Time,6,Rent,Apartment,Male,Car,68540.0
43,High School,Healthcare,1,Rural,36,Single,Full-Time,6,Rent,Single-Family Home,Female,Car,1836126.0
56,Master'S,Healthcare,0,Urban,38,Single,Part-Time,5,Rent,Apartment,Female,Public Transit,439796.0
45,Bachelor'S,Healthcare,0,Rural,35,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,2890510.4000000004
22,High School,Healthcare,4,Urban,9,Married,Full-Time,2,Own,Apartment,Female,Public Transit,300496.0
25,High School,Healthcare,4,Urban,5,Single,Full-Time,2,Own,Single-Family Home,Male,Public Transit,530842.0
42,Master'S,Technology,0,Urban,44,Married,Self-Employed,6,Own,Single-Family Home,Male,Public Transit,75254.0
44,Bachelor'S,Education,4,Urban,15,Single,Full-Time,4,Own,Single-Family Home,Male,Public Transit,66024.0
63,Master'S,Healthcare,4,Urban,24,Married,Self-Employed,7,Rent,Single-Family Home,Male,Public Transit,64932.0
40,Bachelor'S,Healthcare,0,Rural,33,Single,Full-Time,6,Rent,Apartment,Male,Biking,649298.0
47,Bachelor'S,Technology,3,Urban,30,Single,Part-Time,4,Rent,Single-Family Home,Male,Biking,592112.0
62,High School,Education,4,Urban,45,Married,Part-Time,5,Own,Single-Family Home,Female,Car,68076.0
64,Bachelor'S,Healthcare,0,Urban,7,Married,Full-Time,2,Rent,Apartment,Female,Car,72316.0
40,Bachelor'S,Others,3,Suburban,16,Married,Full-Time,5,Own,Single-Family Home,Female,Walking,2890510.4000000004
65,High School,Education,5,Urban,13,Single,Full-Time,5,Rent,Single-Family Home,Female,Car,70232.0
64,Bachelor'S,Technology,4,Rural,29,Married,Part-Time,3,Own,Townhouse,Female,Public Transit,74876.0
37,Bachelor'S,Others,0,Urban,17,Single,Full-Time,5,Own,Single-Family Home,Female,Biking,71970.0
35,Bachelor'S,Education,4,Urban,45,Married,Full-Time,4,Rent,Townhouse,Female,Car,2890510.4000000004
35,Master'S,Finance,3,Urban,35,Single,Full-Time,3,Rent,Townhouse,Male,Car,65418.0
19,Bachelor'S,Others,0,Suburban,20,Married,Full-Time,2,Own,Townhouse,Male,Car,72076.0
21,Bachelor'S,Healthcare,3,Urban,30,Married,Part-Time,4,Own,Apartment,Male,Public Transit,72010.0
47,Doctorate,Others,5,Suburban,32,Married,Full-Time,1,Rent,Apartment,Female,Public Transit,70964.0
50,Master'S,Healthcare,2,Urban,22,Divorced,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
53,Doctorate,Healthcare,1,Urban,37,Divorced,Full-Time,6,Rent,Apartment,Male,Walking,66358.0
35,Bachelor'S,Finance,2,Rural,4,Married,Part-Time,1,Rent,Single-Family Home,Female,Walking,71086.0
54,Master'S,Others,4,Urban,14,Married,Full-Time,4,Own,Apartment,Male,Car,2890510.4000000004
36,Bachelor'S,Technology,3,Urban,29,Single,Full-Time,2,Own,Apartment,Female,Biking,65424.0
64,High School,Healthcare,0,Suburban,15,Single,Part-Time,1,Rent,Apartment,Male,Car,72908.0
45,Master'S,Technology,3,Urban,39,Married,Self-Employed,1,Rent,Single-Family Home,Female,Car,71320.0
57,Bachelor'S,Technology,4,Urban,28,Divorced,Full-Time,2,Rent,Apartment,Female,Biking,310343.0
37,High School,Healthcare,0,Urban,27,Married,Full-Time,5,Rent,Single-Family Home,Male,Public Transit,1645461.0
65,High School,Others,2,Rural,5,Single,Self-Employed,7,Own,Single-Family Home,Female,Car,36121.95
50,Master'S,Education,3,Suburban,4,Married,Self-Employed,4,Own,Townhouse,Female,Car,72586.0
29,High School,Healthcare,1,Urban,37,Single,Full-Time,4,Rent,Apartment,Male,Biking,378648.0
65,High School,Healthcare,5,Urban,24,Married,Part-Time,3,Own,Townhouse,Male,Car,70366.0
32,Bachelor'S,Education,5,Urban,27,Single,Full-Time,2,Own,Single-Family Home,Male,Car,66182.0
58,High School,Technology,4,Suburban,0,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,70158.0
56,Master'S,Healthcare,4,Urban,13,Single,Part-Time,1,Rent,Townhouse,Female,Walking,176625.0
19,Bachelor'S,Finance,3,Suburban,18,Married,Full-Time,2,Rent,Apartment,Female,Biking,845428.0
46,Bachelor'S,Healthcare,2,Urban,30,Married,Full-Time,6,Rent,Single-Family Home,Male,Car,2108181.0
58,Master'S,Education,2,Urban,45,Single,Full-Time,1,Own,Single-Family Home,Male,Public Transit,67148.0
27,Bachelor'S,Finance,1,Urban,14,Married,Self-Employed,2,Own,Single-Family Home,Female,Public Transit,243671.0
19,Bachelor'S,Healthcare,1,Urban,18,Married,Self-Employed,1,Own,Apartment,Male,Public Transit,75292.0
65,Master'S,Technology,3,Suburban,37,Divorced,Full-Time,1,Own,Apartment,Female,Biking,67044.0
28,Bachelor'S,Finance,0,Suburban,31,Married,Part-Time,2,Rent,Single-Family Home,Male,Walking,68872.0
30,Bachelor'S,Technology,2,Urban,30,Single,Full-Time,3,Own,Townhouse,Female,Public Transit,159637.0
27,Master'S,Technology,0,Urban,36,Single,Part-Time,7,Rent,Single-Family Home,Female,Car,65474.0
31,Master'S,Finance,0,Suburban,25,Single,Self-Employed,7,Rent,Apartment,Male,Public Transit,71888.0
35,Master'S,Others,3,Urban,45,Married,Full-Time,1,Rent,Single-Family Home,Male,Public Transit,2284320.0
65,Doctorate,Healthcare,1,Urban,40,Married,Full-Time,2,Own,Single-Family Home,Male,Walking,74652.0
26,Master'S,Technology,0,Urban,24,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,71466.0
56,Master'S,Healthcare,3,Suburban,45,Divorced,Part-Time,6,Rent,Single-Family Home,Male,Public Transit,1326756.0
45,Master'S,Healthcare,1,Urban,39,Married,Full-Time,5,Rent,Single-Family Home,Male,Car,67554.0
20,High School,Healthcare,0,Suburban,7,Married,Self-Employed,6,Rent,Single-Family Home,Male,Public Transit,464320.0
37,Bachelor'S,Others,0,Suburban,3,Married,Self-Employed,7,Own,Single-Family Home,Male,Car,2890510.4000000004
23,Master'S,Technology,1,Suburban,30,Married,Full-Time,7,Own,Single-Family Home,Female,Car,69426.0
44,Bachelor'S,Healthcare,5,Rural,31,Married,Full-Time,7,Own,Apartment,Female,Public Transit,431829.0
65,High School,Healthcare,1,Suburban,33,Married,Part-Time,3,Rent,Single-Family Home,Female,Public Transit,306052.0
19,Bachelor'S,Others,4,Urban,45,Single,Part-Time,2,Own,Single-Family Home,Male,Biking,70906.0
46,Bachelor'S,Education,4,Urban,2,Married,Full-Time,6,Own,Single-Family Home,Male,Car,70710.0
55,Bachelor'S,Education,3,Urban,40,Single,Full-Time,3,Rent,Single-Family Home,Female,Public Transit,449030.0
20,Master'S,Others,3,Urban,25,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,70194.0
33,Master'S,Technology,2,Urban,3,Married,Full-Time,1,Own,Apartment,Female,Car,67164.0
47,Master'S,Healthcare,4,Urban,1,Single,Part-Time,6,Own,Single-Family Home,Male,Walking,38700.0
57,Master'S,Education,1,Urban,18,Single,Full-Time,6,Own,Apartment,Male,Biking,69178.0
19,Bachelor'S,Others,4,Urban,22,Single,Part-Time,5,Rent,Single-Family Home,Female,Biking,65546.0
34,Bachelor'S,Others,5,Suburban,24,Single,Full-Time,3,Rent,Apartment,Female,Biking,71946.0
58,Bachelor'S,Healthcare,3,Suburban,45,Married,Self-Employed,1,Own,Single-Family Home,Female,Walking,69238.0
29,Bachelor'S,Healthcare,5,Rural,6,Divorced,Part-Time,7,Own,Single-Family Home,Female,Biking,72886.0
52,High School,Healthcare,3,Urban,7,Single,Full-Time,5,Own,Apartment,Male,Public Transit,428450.0
60,Bachelor'S,Technology,5,Urban,2,Single,Part-Time,3,Own,Single-Family Home,Female,Biking,77095.0
18,Bachelor'S,Finance,3,Urban,22,Married,Full-Time,1,Own,Apartment,Female,Car,70022.0
62,Bachelor'S,Healthcare,1,Urban,45,Single,Part-Time,6,Own,Townhouse,Female,Walking,74524.0
32,Doctorate,Finance,5,Urban,32,Single,Self-Employed,4,Rent,Apartment,Male,Walking,65570.0
43,Bachelor'S,Technology,0,Urban,45,Married,Part-Time,5,Rent,Townhouse,Male,Biking,70006.0
54,High School,Finance,3,Urban,27,Married,Self-Employed,1,Rent,Single-Family Home,Male,Car,66558.0
38,Bachelor'S,Others,4,Suburban,21,Married,Full-Time,7,Own,Single-Family Home,Male,Car,2890510.4000000004
65,Bachelor'S,Education,0,Suburban,34,Single,Part-Time,4,Rent,Single-Family Home,Female,Car,264601.0
48,Bachelor'S,Education,4,Urban,33,Single,Full-Time,3,Own,Single-Family Home,Female,Public Transit,72518.0
42,High School,Technology,3,Urban,29,Married,Self-Employed,4,Own,Single-Family Home,Female,Car,66680.0
40,Bachelor'S,Finance,1,Urban,45,Single,Full-Time,6,Own,Apartment,Female,Walking,46998.0
41,Master'S,Healthcare,0,Urban,35,Married,Full-Time,5,Own,Apartment,Female,Public Transit,73216.0
55,Bachelor'S,Finance,0,Rural,13,Married,Self-Employed,2,Rent,Townhouse,Male,Public Transit,68482.0
45,Master'S,Healthcare,3,Suburban,8,Single,Full-Time,3,Own,Apartment,Male,Public Transit,1630886.0
38,Master'S,Healthcare,5,Urban,21,Single,Full-Time,4,Rent,Apartment,Female,Public Transit,65982.0
60,High School,Healthcare,3,Urban,27,Divorced,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,72904.0
35,Master'S,Others,3,Urban,40,Married,Self-Employed,2,Own,Single-Family Home,Male,Public Transit,65652.0
53,Bachelor'S,Technology,2,Urban,13,Married,Part-Time,2,Rent,Apartment,Female,Public Transit,68766.0
52,High School,Healthcare,1,Rural,14,Married,Full-Time,3,Own,Apartment,Female,Car,162164.0
62,Bachelor'S,Others,5,Suburban,36,Married,Part-Time,4,Own,Single-Family Home,Male,Public Transit,2573183.0
26,Master'S,Finance,1,Urban,23,Single,Full-Time,5,Own,Apartment,Male,Public Transit,73504.0
65,High School,Finance,3,Urban,33,Married,Self-Employed,4,Own,Townhouse,Male,Public Transit,2890510.4000000004
55,Master'S,Healthcare,2,Suburban,45,Married,Part-Time,4,Rent,Apartment,Female,Walking,328282.0
47,Master'S,Healthcare,3,Urban,42,Single,Part-Time,3,Rent,Townhouse,Female,Biking,2890510.4000000004
61,Master'S,Technology,3,Urban,44,Single,Part-Time,3,Own,Townhouse,Male,Biking,57317.0
51,Bachelor'S,Finance,1,Urban,43,Married,Part-Time,1,Own,Apartment,Male,Biking,65384.0
49,Master'S,Technology,2,Urban,2,Married,Part-Time,5,Rent,Apartment,Male,Public Transit,2890510.4000000004
20,Bachelor'S,Technology,1,Urban,22,Married,Full-Time,7,Own,Single-Family Home,Female,Car,67016.0
20,High School,Finance,3,Urban,19,Married,Full-Time,3,Rent,Apartment,Female,Public Transit,180779.0
45,Master'S,Healthcare,4,Urban,44,Married,Full-Time,1,Rent,Apartment,Female,Public Transit,738376.0
61,Master'S,Technology,0,Urban,14,Married,Full-Time,6,Rent,Townhouse,Female,Public Transit,64954.0
32,Bachelor'S,Education,5,Urban,42,Married,Full-Time,2,Rent,Single-Family Home,Female,Car,235321.0
58,Bachelor'S,Healthcare,3,Suburban,15,Single,Full-Time,1,Rent,Single-Family Home,Male,Car,184483.0
40,High School,Healthcare,5,Urban,6,Single,Self-Employed,5,Rent,Single-Family Home,Female,Walking,67426.0
57,Bachelor'S,Finance,2,Suburban,32,Married,Full-Time,1,Own,Apartment,Female,Car,68940.0
28,Bachelor'S,Others,4,Urban,18,Married,Self-Employed,6,Own,Single-Family Home,Male,Public Transit,68876.0
65,Bachelor'S,Healthcare,5,Urban,17,Married,Self-Employed,1,Own,Single-Family Home,Male,Public Transit,67578.0
49,Bachelor'S,Healthcare,5,Suburban,40,Married,Part-Time,3,Rent,Townhouse,Female,Public Transit,1159998.0
53,Doctorate,Healthcare,2,Urban,17,Married,Full-Time,5,Rent,Apartment,Female,Biking,74604.0
50,Bachelor'S,Others,3,Urban,2,Single,Full-Time,1,Own,Apartment,Female,Walking,67774.0
41,Master'S,Technology,3,Urban,2,Married,Self-Employed,7,Own,Apartment,Female,Walking,72106.0
56,Master'S,Others,0,Urban,35,Single,Self-Employed,4,Rent,Townhouse,Male,Car,74998.0
51,Bachelor'S,Others,2,Suburban,15,Married,Self-Employed,1,Own,Single-Family Home,Female,Car,73694.0
45,High School,Education,4,Urban,42,Single,Self-Employed,7,Own,Apartment,Female,Car,72618.0
54,High School,Healthcare,0,Urban,22,Single,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,874807.0
24,Master'S,Technology,2,Urban,22,Married,Part-Time,2,Rent,Single-Family Home,Male,Public Transit,1716960.0
21,High School,Healthcare,3,Urban,14,Single,Self-Employed,1,Own,Townhouse,Male,Public Transit,69062.0
54,Bachelor'S,Healthcare,0,Suburban,8,Married,Full-Time,6,Rent,Townhouse,Male,Walking,2517506.0
18,High School,Healthcare,3,Urban,39,Married,Full-Time,1,Own,Apartment,Male,Public Transit,74228.0
18,High School,Technology,1,Urban,37,Married,Full-Time,4,Own,Apartment,Male,Walking,73876.0
64,Bachelor'S,Technology,1,Urban,17,Single,Full-Time,1,Own,Single-Family Home,Female,Public Transit,75080.0
37,Doctorate,Education,0,Urban,37,Single,Full-Time,3,Own,Townhouse,Female,Public Transit,68900.0
36,Bachelor'S,Technology,0,Urban,5,Married,Full-Time,7,Own,Single-Family Home,Female,Biking,71712.0
46,Master'S,Healthcare,2,Urban,43,Single,Part-Time,5,Rent,Apartment,Male,Walking,187605.0
27,Doctorate,Finance,4,Urban,36,Married,Part-Time,6,Rent,Apartment,Male,Biking,68742.0
35,High School,Finance,4,Suburban,45,Single,Full-Time,4,Rent,Single-Family Home,Male,Public Transit,66236.0
45,Bachelor'S,Healthcare,1,Suburban,5,Married,Self-Employed,1,Own,Single-Family Home,Male,Public Transit,67018.0
