index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
7652,3000,36,10.99,98.21,B,"Beckman Coulter, Inc.",10+ Years,Mortgage,99000.0,Source Verified,Fully Paid,s,Home_Improvement,Ca,8.95,0.0,95.6,Individual,0.0
7653,14000,36,9.99,451.68,B,Snell & Wilmer L.L.P.,10+ Years,Mortgage,70032.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,17.96,0.0,76.6,Individual,0.0
7654,6800,36,17.49,244.11,D,dade county schools,7 Years,Own,60000.0,Source Verified,Fully Paid,s,Home_Improvement,Fl,2.2,0.0,23.4,Individual,0.0
7655,6400,60,15.99,155.61,D,Pentegra Retirement Services,4 Years,Rent,42000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,24.43,0.0,24.5,Individual,0.0
7656,3000,36,15.62,104.91,D,"Leonard Carder, LLP",7 Years,Mortgage,61000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,22.78,0.0,95.0,Individual,0.0
7657,9800,36,8.49,309.32,A,Verizon,10+ Years,Mortgage,130000.0,Verified,Fully Paid,s,Car,Nj,15.99,0.0,73.0,Individual,0.0
7658,12000,36,12.99,404.27,C,Meritain Health,< 1 Year,Rent,86004.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,7.76,0.0,55.2,Individual,0.0
7659,7500,36,16.49,265.5,D,Xxtreme Group,< 1 Year,Rent,44604.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,19.75,0.0,76.1,Individual,0.0
7660,28000,36,8.49,883.77,A,Department of Homeland Security,10+ Years,Mortgage,132652.0,Verified,Fully Paid,s,Home_Improvement,Tx,0.54,0.0,7.0,Individual,0.0
7661,22000,60,19.29,355.62,E,Autoliv Night Vision,3 Years,Rent,58000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,15.64,1.0,63.9,Individual,1.0
7662,7200,36,7.49,223.94,A,BIrd Rock Surf Shop,4 Years,Rent,26400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,9.14,0.0,20.3,Individual,0.0
7663,11050,36,7.49,343.68,A,,10+ Years,Mortgage,32000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,15.23,0.0,65.4,Individual,0.0
7664,10000,36,7.49,311.02,A,Gap Inc,7 Years,Rent,130000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,4.36,0.0,33.1,Individual,0.0
7665,3600,60,16.89,89.26,D,"Sube., Inc. dba Satya Jewelry",1 Year,Rent,40000.0,Source Verified,Charged Off,s,Major_Purchase,Ny,8.07,0.0,40.1,Individual,0.0
7666,15000,36,6.99,463.09,A,Belmont Army Surplus,< 1 Year,Rent,48000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,3.02,0.0,13.2,Individual,0.0
7667,9600,36,7.49,298.58,A,Starcom Media Vest Group,< 1 Year,Rent,30000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,17.88,0.0,65.7,Individual,0.0
7668,5000,36,5.42,150.8,A,,10+ Years,Mortgage,50000.0,Not Verified,Charged Off,s,Home_Improvement,Fl,10.3,0.0,60.1,Individual,0.0
7669,9700,60,15.23,231.94,C,JW Wireline,4 Years,Mortgage,113000.0,Verified,Fully Paid,s,Home_Improvement,Tx,15.05,0.0,27.7,Individual,0.0
7670,11500,60,16.89,285.13,D,Corning Community College,10+ Years,Mortgage,73500.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,24.75,1.0,73.8,Individual,0.0
7671,9000,36,8.49,284.07,A,Building Owner's Manager Association,7 Years,Rent,42000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,23.57,0.0,60.8,Individual,0.0
7672,24000,36,7.49,459.53,A,Applied Materials,5 Years,Rent,67000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,14.69,0.0,38.7,Individual,0.0
7673,10000,60,20.99,270.48,F,,5 Years,Rent,100000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,18.89,0.0,42.2,Individual,0.0
7674,4000,60,13.49,92.02,C,,10+ Years,Rent,39000.0,Not Verified,Fully Paid,s,Vacation,Ca,22.49,0.0,54.7,Individual,0.0
7675,12000,60,20.99,324.58,F,OLAM INTERNATIONAL,10+ Years,Mortgage,100000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,12.76,0.0,20.8,Individual,0.0
7676,2000,36,10.99,65.47,B,VA GI Bill Education,6 Years,Own,43200.0,Not Verified,Fully Paid,s,Car,Tx,9.36,0.0,69.6,Individual,0.0
7677,7100,36,6.99,219.2,A,US Customs and Border Protection,3 Years,Rent,95000.0,Verified,Fully Paid,s,Car,Ca,3.49,0.0,3.2,Individual,0.0
7678,10800,36,15.99,379.65,D,Insight Global,3 Years,Rent,54000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ca,17.42,0.0,96.6,Individual,1.0
7679,35000,60,18.79,552.02,E,Kaiser Permanente,10+ Years,Mortgage,92160.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,20.65,0.0,76.9,Individual,0.0
7680,35000,36,15.62,933.1337,D,Department of Veteran Affairs,10+ Years,Rent,80000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,15.0,0.0,62.8,Individual,0.0
7681,11525,36,5.42,347.6,A,Deparment of Homeland Security,6 Years,Mortgage,106800.0,Verified,Fully Paid,s,Home_Improvement,Tx,8.08,0.0,20.6,Individual,0.0
7682,20000,60,10.99,434.75,B,San Diego Unified School District,10+ Years,Mortgage,76445.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,12.46,0.0,29.3,Individual,0.0
7683,17875,60,12.99,276.96,C,NYCTA,10+ Years,Rent,39672.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,23.47,0.0,81.7,Individual,0.0
7684,12000,36,11.99,398.52,B,Katy ISD,10+ Years,Rent,52000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,21.58,1.0,58.1,Individual,0.0
7685,9550,60,15.99,232.19,D,kimsco,10+ Years,Mortgage,50000.0,Not Verified,Fully Paid,s,Credit_Card,Nj,18.12,0.0,87.5,Individual,0.0
7686,4800,36,15.23,166.94,C,CCS Medical,5 Years,Rent,29004.0,Not Verified,Fully Paid,s,Other,Fl,11.96,0.0,53.6,Individual,0.0
7687,5000,36,12.99,168.45,C,Sheridan Correctional Center,10+ Years,Mortgage,80000.0,Not Verified,Fully Paid,s,Major_Purchase,Il,9.79,0.0,39.7,Individual,0.0
7688,2500,36,10.59,81.37,B,Jetblue,3 Years,Own,24000.0,Not Verified,Fully Paid,s,Other,Fl,17.65,0.0,14.8,Individual,0.0
7689,3600,36,5.42,108.58,A,Town of Apple Valley,9 Years,Mortgage,60000.0,Not Verified,Fully Paid,s,Car,Ca,15.0,0.0,2.7,Individual,0.0
7690,2400,36,7.49,74.65,A,nypd,3 Years,Rent,60000.0,Not Verified,Fully Paid,s,Major_Purchase,Ny,7.0,0.0,11.2,Individual,0.0
7691,4250,36,10.99,139.12,B,Capital One Auto Finance,1 Year,Rent,27500.0,Not Verified,Fully Paid,s,Credit_Card,Tx,8.07,0.0,31.4,Individual,0.0
7692,10000,36,10.99,327.34,B,Limelight Cardroom,4 Years,Rent,42000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,11.09,0.0,53.6,Individual,0.0
7693,7000,36,6.99,216.11,A,Dematic Corp.,7 Years,Mortgage,73440.0,Not Verified,Fully Paid,s,Car,Tx,5.59,1.0,23.2,Individual,0.0
7694,5600,36,11.99,185.98,B,State of California,3 Years,Rent,52884.0,Not Verified,Fully Paid,s,Wedding,Ca,15.18,0.0,93.6,Individual,0.0
7695,13100,36,7.49,407.44,A,MH Consulting Services,1 Year,Rent,71040.0,Not Verified,Fully Paid,s,Car,Ca,2.75,0.0,17.1,Individual,0.0
7696,5875,36,12.99,197.93,C,Lamden Property Management,1 Year,Rent,49680.0,Not Verified,Fully Paid,s,Credit_Card,Ca,19.37,0.0,67.5,Individual,1.0
7697,2250,36,8.49,71.02,A,United Activities Unlimited,< 1 Year,Rent,18000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,6.27,0.0,28.1,Individual,0.0
7698,16425,60,19.69,432.34,E,Mosaic Fertilizer,10+ Years,Mortgage,53000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,19.38,0.0,23.7,Individual,0.0
7699,22000,60,14.17,513.85,C,Los Angeles County Department: DCFS,10+ Years,Mortgage,108000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,19.47,0.0,78.2,Individual,0.0
7700,8000,60,11.99,177.92,B,Orlando Ophthalmology Surgery Center,6 Years,Mortgage,58000.0,Not Verified,Charged Off,s,Credit_Card,Fl,21.23,0.0,45.0,Individual,0.0
7701,3400,60,16.4,83.41,E,Pierce Promotions,< 1 Year,Own,14400.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,5.17,0.0,58.2,Individual,0.0
7702,8000,60,18.25,204.24,F,usxpress inc ,9 Years,Rent,45600.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,20.37,0.0,91.1,Individual,0.0
7703,30000,60,17.49,753.51,D,Associated Payroll,7 Years,Own,170004.0,Verified,Fully Paid,s,Other,Ny,7.95,0.0,69.9,Individual,0.0
7704,25000,36,11.99,830.24,B,Hurst Euless Bedford ISD,4 Years,Mortgage,100000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,12.41,0.0,83.4,Individual,0.0
7705,20000,60,10.99,287.48,B,HSBC Arena,10+ Years,Mortgage,70000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,18.6,0.0,25.5,Individual,0.0
7706,10000,36,10.59,325.45,B,"American Airlines, Inc.",10+ Years,Mortgage,56820.0,Verified,Charged Off,s,Debt_Consolidation,Tx,13.9,0.0,48.9,Individual,1.0
7707,5000,36,8.49,157.82,A,Guitar Center,< 1 Year,Rent,24996.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,3.79,0.0,56.5,Individual,0.0
7708,8000,36,7.49,248.82,A,Elmhurst hospital center,4 Years,Mortgage,55000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,18.92,0.0,47.5,Individual,0.0
7709,15000,60,16.49,368.69,D,Hillstone Restaurant Group,7 Years,Rent,135000.0,Verified,Charged Off,s,Medical,Ca,9.78,0.0,81.1,Individual,0.0
7710,11500,36,5.99,349.81,A,Healthcare Partners,9 Years,Mortgage,53913.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,8.19,0.0,12.0,Individual,0.0
7711,5000,36,11.49,164.86,B,Dept. of Social Services,2 Years,Mortgage,40000.0,Not Verified,Fully Paid,s,Car,Ny,14.1,1.0,50.9,Individual,1.0
7712,10800,60,10.99,234.77,B,Humana,9 Years,Mortgage,36000.0,Source Verified,Fully Paid,s,Home_Improvement,Fl,3.37,0.0,6.4,Individual,0.0
7713,12000,36,17.49,430.77,D,,4 Years,Mortgage,60000.0,Verified,Charged Off,s,Small_Business,Fl,6.76,0.0,86.4,Individual,0.0
7714,35000,60,20.62,608.6,F,BP Pipeline,10+ Years,Mortgage,140000.0,Verified,Fully Paid,s,Small_Business,Ca,6.55,0.0,95.4,Individual,0.0
7715,35000,60,13.49,632.06,C,Cantor Fitzgerald,1 Year,Rent,85000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,5.32,0.0,31.0,Individual,0.0
7716,3500,60,16.89,86.78,D,Burton Hydro-Vac Services,5 Years,Rent,14400.0,Source Verified,Fully Paid,s,Car,Tx,3.0,1.0,30.2,Individual,0.0
7717,15000,36,15.99,527.29,D,shands hospital at uf,10+ Years,Own,74000.0,Source Verified,Charged Off,s,Debt_Consolidation,Fl,7.7,0.0,47.1,Individual,0.0
7718,24000,60,20.99,577.16,G,United States Navy,6 Years,Rent,98000.0,Source Verified,Fully Paid,s,Home_Improvement,Ca,14.63,3.0,62.4,Individual,0.0
7719,14500,36,7.49,450.98,A,Empire Merchants,7 Years,Mortgage,120000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,11.71,0.0,62.3,Individual,0.0
7720,20000,36,10.99,654.68,B,LF USA ,2 Years,Mortgage,82000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,13.43,0.0,62.0,Individual,0.0
7721,10500,60,19.69,276.38,E,John Wells Productions/Bens Run,10+ Years,Rent,160000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,10.96,0.0,88.7,Individual,0.0
7722,8000,36,10.99,261.88,B,Columbian Financial Group,5 Years,Rent,27996.0,Source Verified,Fully Paid,s,Other,Ny,19.89,0.0,21.2,Individual,0.0
7723,5600,60,18.39,143.4,E,los angeles superior court,10+ Years,Rent,67200.0,Source Verified,Charged Off,s,Small_Business,Ca,13.54,7.0,7.5,Individual,1.0
7724,1200,36,15.99,42.19,D,The Childrens Home of Mt Holly,5 Years,Own,25200.0,Not Verified,Charged Off,s,Home_Improvement,Nj,19.48,0.0,72.8,Individual,0.0
7725,6800,36,12.99,229.09,C,L. J. Sheridan & Co.,5 Years,Rent,39270.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,21.42,0.0,86.7,Individual,0.0
7726,16000,60,11.99,282.45,B,Menifee Bible Church,1 Year,Rent,65000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,14.82,0.0,77.2,Individual,0.0
7727,24000,60,18.79,457.76,E,Katy ISD ,5 Years,Mortgage,63052.0,Verified,Fully Paid,s,Small_Business,Tx,20.06,1.0,18.8,Individual,0.0
7728,17000,60,11.99,378.07,B,Advanced Entertainment Technology,10+ Years,Mortgage,58000.0,Verified,Charged Off,s,Credit_Card,Ca,23.92,0.0,79.9,Individual,0.0
7729,9600,36,7.49,298.58,A,Eureka Review,< 1 Year,Rent,21600.0,Not Verified,Fully Paid,s,Moving,Ca,17.78,0.0,12.1,Individual,0.0
7730,24000,60,18.79,619.81,E,NASA Kennedy Space Center,10+ Years,Mortgage,93000.0,Verified,Charged Off,s,Credit_Card,Fl,20.13,0.0,57.6,Individual,0.0
7731,9000,60,20.99,243.43,F,Truman Van Dyke,< 1 Year,Mortgage,21000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,10.57,0.0,48.1,Individual,0.0
7732,30000,60,10.99,422.25,B,Force Capital Management,4 Years,Mortgage,248003.72,Source Verified,Fully Paid,s,Debt_Consolidation,Nj,1.34,0.0,17.7,Individual,0.0
7733,5000,36,10.99,163.67,B,hs cars co.,10+ Years,Rent,60000.0,Not Verified,Fully Paid,s,Vacation,Ca,18.82,0.0,42.7,Individual,0.0
7734,25975,60,18.39,466.04,E,Indian River Medical Center,2 Years,Mortgage,55200.0,Verified,Charged Off,s,Debt_Consolidation,Fl,23.3,0.0,37.5,Individual,0.0
7735,11500,36,9.99,371.02,B,The Patterson Public Schools,10+ Years,Mortgage,108000.0,Verified,Fully Paid,s,Vacation,Nj,8.98,0.0,7.2,Individual,0.0
7736,20000,60,17.49,345.36,D,State of California,10+ Years,Mortgage,70800.0,Source Verified,Fully Paid,s,Home_Improvement,Ca,13.34,0.0,76.4,Individual,0.0
7737,10800,36,10.99,353.53,B,,6 Years,Mortgage,50000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,10.27,0.0,52.3,Individual,0.0
7738,20000,36,7.49,622.04,A,FERGUSON ENTERPRISES,10+ Years,Mortgage,99996.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,14.6,0.0,25.3,Individual,0.0
7739,7000,60,12.99,159.24,C,Chapman Medical Center,4 Years,Rent,36000.0,Source Verified,Fully Paid,s,Car,Ca,10.03,0.0,59.6,Individual,0.0
7740,7000,36,6.99,216.11,A,,10+ Years,Own,30156.0,Not Verified,Charged Off,s,Wedding,Ca,7.4,0.0,34.7,Individual,0.0
7741,17000,36,10.99,556.48,B,Digitas,5 Years,Rent,78000.0,Source Verified,Fully Paid,s,Credit_Card,Il,9.72,0.0,26.1,Individual,0.0
7742,6500,36,8.49,205.16,A,Safeway,4 Years,Rent,21600.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,16.72,0.0,18.1,Individual,0.0
7743,5600,36,13.49,190.02,C,The Compliance Search Group,< 1 Year,Rent,40000.0,Source Verified,Fully Paid,s,House,Ny,1.5,0.0,8.2,Individual,0.0
7744,6000,36,5.99,182.51,A,Lake Highland Preparatory School,8 Years,Mortgage,72000.0,Verified,Fully Paid,s,Home_Improvement,Fl,9.73,0.0,0.9,Individual,0.0
7745,19000,60,20.25,506.04,F,american pools,1 Year,Own,30720.0,Not Verified,Fully Paid,s,Other,Ny,9.92,0.0,0.0,Individual,0.0
7746,21000,60,17.49,527.46,D,Sanofi Pasteur,7 Years,Mortgage,100000.0,Verified,Fully Paid,s,Credit_Card,Ca,16.4,2.0,56.2,Individual,0.0
7747,10000,36,13.49,339.31,C,State of California,5 Years,Mortgage,39216.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,9.94,0.0,47.1,Individual,0.0
7748,10000,36,5.99,304.18,A,Usc university hospital,8 Years,Mortgage,180000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,1.53,0.0,11.1,Individual,0.0
7749,10000,36,11.99,332.1,B,LA County Fire Department,10+ Years,Mortgage,192000.0,Verified,Fully Paid,s,Major_Purchase,Ca,0.39,0.0,33.4,Individual,0.0
7750,18000,60,13.99,418.74,C,usairways,10+ Years,Mortgage,50000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,4.54,2.0,10.5,Individual,0.0
7751,8000,36,7.49,248.82,A,USPS,10+ Years,Mortgage,55000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,4.23,0.0,35.0,Individual,0.0
7752,18000,60,17.99,456.99,E,Apple,1 Year,Mortgage,37000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,10.05,0.0,36.6,Individual,0.0
7753,6000,36,7.49,186.61,A,Harris RF Communications,4 Years,Rent,65000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,18.85,0.0,47.6,Individual,0.0
7754,10000,36,8.49,315.63,A,,4 Years,Own,35000.0,Not Verified,Fully Paid,s,Small_Business,Ny,10.56,0.0,5.0,Individual,0.0
7755,16500,60,11.99,366.96,B,"Kofsky, Hartman & Weinger",8 Years,Rent,75000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,5.79,0.0,54.3,Individual,0.0
7756,20000,36,15.62,699.4,D,Johnson Controls Inc,3 Years,Mortgage,80000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,7.95,0.0,36.9,Individual,0.0
7757,4000,36,10.99,130.94,B,Ernst & Young,< 1 Year,Rent,70000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,13.34,0.0,72.8,Individual,0.0
7758,10000,36,7.49,311.02,A,OMD,2 Years,Rent,90000.0,Source Verified,Fully Paid,s,Small_Business,Ny,0.3506999999999999,0.0,12.0,Individual,0.0
7759,6000,36,6.99,185.24,A,Geico,< 1 Year,Rent,34000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,22.16,0.0,22.6,Individual,0.0
7760,4125,36,5.99,125.48,A,BRIGGS ELECTRIC INC.,3 Years,Mortgage,60000.0,Source Verified,Fully Paid,s,Car,Ca,12.4,1.0,6.2,Individual,0.0
7761,4500,36,11.49,148.38,B,"Nishimoto Trading CO., LTD",2 Years,Rent,42000.0,Not Verified,Fully Paid,s,Other,Ca,9.26,0.0,93.7,Individual,0.0
7762,6000,36,8.49,189.38,A,San Jose State University Research Found,3 Years,Rent,70000.0,Source Verified,Fully Paid,s,Major_Purchase,Ca,0.62,0.0,3.6,Individual,0.0
7763,3500,36,11.99,116.24,B,Valley Lahvosh Baking Company,5 Years,Rent,27048.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,7.01,0.0,79.4,Individual,0.0
7764,10000,36,12.99,336.9,C,Progressive Insurance,8 Years,Rent,35238.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,24.01,0.0,82.6,Individual,1.0
7765,20000,60,20.99,549.43,F,,10+ Years,Own,45444.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,18.85,0.0,42.9,Individual,0.0
7766,8325,60,17.51,209.19,E,CARRABA'S,2 Years,Rent,30000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,23.2,2.0,67.0,Individual,0.0
7767,4000,36,15.99,140.61,D,Geval Logistics,1 Year,Rent,32160.0,Source Verified,Fully Paid,s,Medical,Fl,2.84,0.0,92.5,Individual,0.0
7768,7000,36,15.62,244.79,D,Wille Electric Supply,4 Years,Rent,27600.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,7.09,0.0,49.8,Individual,0.0
7769,8250,36,5.99,250.95,A,Central States Funds,6 Years,Mortgage,53329.0,Source Verified,Fully Paid,s,Car,Il,4.59,0.0,10.4,Individual,0.0
7770,15000,60,13.99,348.95,C,Moses and Singer,2 Years,Rent,121500.0,Source Verified,Charged Off,s,Major_Purchase,Nj,25.73,0.0,50.5,Individual,0.0
7771,18000,36,8.49,568.14,A,Time Inc,4 Years,Rent,132000.0,Source Verified,Fully Paid,s,Credit_Card,Nj,16.19,1.0,77.0,Individual,0.0
7772,11300,36,7.49,351.45,A,State of Illinois,9 Years,Rent,71000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Il,17.78,0.0,76.5,Individual,0.0
7773,4750,60,10.59,102.31,B,Chicago Public Schools,2 Years,Mortgage,45000.0,Verified,Fully Paid,s,Debt_Consolidation,Il,8.24,0.0,26.2,Individual,0.0
7774,10000,36,7.49,311.02,A,"Akibia, Inc",3 Years,Mortgage,73000.0,Not Verified,Fully Paid,s,Small_Business,Tx,7.71,0.0,43.3,Individual,0.0
7775,16000,36,13.49,542.89,C,Gratz Industries LLC,2 Years,Mortgage,55000.0,Verified,Charged Off,s,Small_Business,Ny,6.61,0.0,42.4,Individual,1.0
7776,10000,36,11.99,332.1,B,,4 Years,Rent,64000.0,Not Verified,Fully Paid,s,Small_Business,Ny,7.93,1.0,71.2,Individual,0.0
7777,5000,60,16.49,122.9,D,TheraCare ,< 1 Year,Rent,48000.0,Source Verified,Charged Off,s,Moving,Ny,9.68,0.0,92.4,Individual,0.0
7778,6600,36,7.49,205.28,A,Dell,< 1 Year,Mortgage,120000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,19.55,0.0,35.5,Individual,0.0
7779,5000,60,17.49,125.59,D,Blue Shield of California,4 Years,Own,40896.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,4.08,0.0,53.3,Individual,0.0
7780,12000,36,5.42,361.92,A,scvmc,10+ Years,Mortgage,150000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,1.55,0.0,7.8,Individual,0.0
7781,28000,60,20.99,556.51,F,PSEG Nuclear,4 Years,Mortgage,80400.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,10.49,0.0,76.8,Individual,0.0
7782,30000,60,17.49,558.85,D,IBM Corporation,9 Years,Rent,114996.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,10.71,0.0,35.2,Individual,0.0
7783,3600,36,7.49,111.97,A,Social Security Administration,10+ Years,Rent,51300.0,Source Verified,Fully Paid,s,Other,Ny,24.89,0.0,69.6,Individual,0.0
7784,5000,60,18.39,128.04,E,Macy's ,< 1 Year,Rent,18000.0,Source Verified,Charged Off,s,Debt_Consolidation,Ca,13.87,0.0,77.3,Individual,0.0
7785,12500,36,7.49,388.78,A,Louis F. Batmale,5 Years,Rent,49000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,13.4,0.0,25.1,Individual,0.0
7786,30000,60,11.99,667.19,B,K-Rain Manufacturing,6 Years,Rent,100000.0,Verified,Charged Off,s,Home_Improvement,Fl,0.59,0.0,29.4,Individual,0.0
7787,4000,36,13.49,135.73,C,Shands Healthcare,10+ Years,Own,107000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,2.09,1.0,20.0,Individual,0.0
7788,17475,36,7.66,544.87,A,Feld Entertainment,1 Year,Rent,35000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,15.43,0.0,41.4,Individual,0.0
7789,12000,36,9.99,387.15,B,Manhattan Beach Unified School District,10+ Years,Rent,72000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,25.6,0.0,82.1,Individual,0.0
7790,7500,60,16.89,185.96,D,Securitas Security Services,5 Years,Rent,21600.0,Verified,Charged Off,s,Major_Purchase,Tx,18.61,0.0,68.1,Individual,0.0
7791,13000,36,8.49,410.32,A,BAE Systems,< 1 Year,Mortgage,222000.0,Source Verified,Fully Paid,s,Home_Improvement,Tx,4.6,0.0,49.8,Individual,0.0
7792,20000,36,11.99,664.2,B,PARAMETRIC TECHNOLOGY CORPORATION,5 Years,Mortgage,100970.0,Verified,Charged Off,s,Small_Business,Il,3.55,0.0,42.5,Individual,0.0
7793,20375,36,7.49,633.7,A,State of California ,10+ Years,Rent,54000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,25.71,0.0,35.9,Individual,0.0
7794,10000,36,8.49,315.63,A,Fremont Rideout Health Group,2 Years,Rent,80000.0,Source Verified,Fully Paid,s,Moving,Ca,14.59,0.0,49.8,Individual,0.0
7795,3600,36,13.49,122.15,C,Creative Financial Group,3 Years,Own,48000.0,Not Verified,Charged Off,s,Credit_Card,Nj,21.27,0.0,15.8,Individual,0.0
7796,6400,60,6.0,132.64,E,deloitte tax llp,2 Years,Rent,75000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,19.98,0.0,62.5,Individual,0.0
7797,25000,60,20.99,686.79,F,BANK OF AMERICA,7 Years,Mortgage,45000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,17.2,0.0,98.5,Individual,0.0
7798,18000,60,15.99,437.63,D,"Continental Group, Inc.",3 Years,Mortgage,40518.0,Verified,Fully Paid,s,Small_Business,Fl,10.16,0.0,45.0,Individual,0.0
7799,21500,60,16.89,533.06,D,"Apax Partners, LP",3 Years,Rent,100000.0,Verified,Fully Paid,s,House,Ny,13.97,0.0,20.0,Individual,0.0
7800,2000,36,11.99,66.42,B,United Parcel Service,10+ Years,Rent,76248.0,Verified,Fully Paid,s,Other,Ca,19.91,0.0,95.9,Individual,0.0
7801,3500,60,9.99,74.35,B,Gernal Motors,10+ Years,Mortgage,67200.0,Verified,Fully Paid,s,Major_Purchase,Tx,25.11,0.0,18.4,Individual,0.0
7802,15000,60,13.99,348.95,C,AMX Corp,10+ Years,Mortgage,95000.0,Source Verified,Charged Off,s,Home_Improvement,Nj,14.75,0.0,35.1,Individual,0.0
7803,35000,60,13.49,805.17,C,Weatherwise Conditioning corp,10+ Years,Mortgage,150000.0,Verified,Fully Paid,s,Major_Purchase,Ny,12.72,0.0,42.7,Individual,0.0
7804,15875,60,11.99,353.06,B,union county college,10+ Years,Rent,60000.0,Verified,Fully Paid,s,Credit_Card,Nj,8.56,0.0,0.0,Individual,0.0
7805,14400,36,13.49,488.6,C,bank of america,4 Years,Rent,79820.0,Verified,Fully Paid,s,Major_Purchase,Nj,14.06,0.0,28.8,Individual,0.0
7806,6500,60,10.99,141.3,B,HARRIS CORP,10+ Years,Mortgage,63000.0,Source Verified,Charged Off,s,Home_Improvement,Fl,22.02,0.0,68.5,Individual,0.0
7807,10200,36,7.49,317.24,A,County of Riverside,3 Years,Mortgage,125000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,4.06,0.0,76.8,Individual,0.0
7808,6075,36,5.99,184.79,A,State Farm Insurance,3 Years,Mortgage,37000.0,Verified,Fully Paid,s,Home_Improvement,Ca,8.95,0.0,50.7,Individual,0.0
